b6601fa7c90225a3c0e3c2bcf785f3c1  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box087/TIFFs/LCAAJ_87_AnsSheet_48223/LCAAJ_87_AnsSheet_48223_001A.tif,LCAAJ_Box087,LCAAJ_87_AnsSheet_48223_001A.tif,restricted,redacted,dont publish
6e4caffa618927e1dd7334e4b674265c  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box084/TIFFs/LCAAJ_84_AnsSheet_47302/LCAAJ_84_AnsSheet_47302_00B.tif,LCAAJ_Box084,LCAAJ_84_AnsSheet_47302_00B.tif,restricted,redacted,dont publish
9b6a8e9b698c20a66c28fc58c3862e0a  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box084/TIFFs/LCAAJ_84_AnsSheet_47302/LCAAJ_84_AnsSheet_47302_00C.tif,LCAAJ_Box084,LCAAJ_84_AnsSheet_47302_00C.tif,restricted,redacted,dont publish
385b85d43daf5c06065850b55d7511f6  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box081/TIFFs/LCAAJ_81_AnsSheet_47267/LCAAJ_81_AnsSheet_47267_001.tif,LCAAJ_Box081,LCAAJ_81_AnsSheet_47267_001.tif,restricted,redacted,dont publish
c32a571033a8ab91703b5c02ef98b405  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box077/TIFFs/LCAAJ_77_AnsSheet_47075/LCAAJ_77_AnsSheet_47075_XXX_001.tif,LCAAJ_Box077,LCAAJ_77_AnsSheet_47075_XXX_001.tif,restricted,redacted,dont publish
4b44e86f5964431d9c5dda5b7d660cfe  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box077/TIFFs/LCAAJ_77_AnsSheet_46338/LCAAJ_77_AnsSheet_46338_064A.tif,LCAAJ_Box077,LCAAJ_77_AnsSheet_46338_064A.tif,restricted,redacted,dont publish
2d7353695d60d0ffd0a2f40fd80d3dec  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box090/TIFFS/LCAAJ_90_AnsSheet_48261/LCAAJ_90_AnsSheet_48261_169A.tif,LCAAJ_Box090,LCAAJ_90_AnsSheet_48261_169A.tif,restricted,redacted,dont publish
9a494772b693dfe6e472d86008127409  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box090/TIFFS/LCAAJ_90_AnsSheet_48261/LCAAJ_90_AnsSheet_48261_175.tif,LCAAJ_Box090,LCAAJ_90_AnsSheet_48261_175.tif,restricted,redacted,dont publish
795b63afc696d52025fbad00d84df84f  ,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box082/TIFFs/LCAAJ_82_AnsSheet_47283/LCAAJ_82_AnsSheet_47283_221.tif,LCAAJ_Box082,LCAAJ_82_AnsSheet_47283_221.tif,restricted,redacted,dont publish
7862d6ab0318d8d608f1acbd25b45082  ,/Columbia_LCAAJ_14-003_Shipment004/LCAAJ_Box111/TIFFS/LCAAJ_111_AnsSheet_50206/LCAAJ_111_AnsSheet_50206_002A.tif,LCAAJ_Box111,LCAAJ_111_AnsSheet_50206_002A.tif,restricted,redacted,dont publish
8b874cf69a7c0887ca48e63c827f22c5  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_47084/LCAAJ_176_AnsSheet_47084_00A.tif,LCAAJ_Box176,LCAAJ_176_AnsSheet_47084_00A.tif,restricted,redacted,dont publish
5e503d3331c551ad7e7e16ed311b883b  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_49079/LCAAJ_176_AnsSheet_49079_237B.tif,LCAAJ_Box176,LCAAJ_176_AnsSheet_49079_237B.tif,restricted,redacted,dont publish
726ab3d60e4c46396353a632ce105863  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_48177/LCAAJ_176_AnsSheet_48177_237B.tif,LCAAJ_Box176,LCAAJ_176_AnsSheet_48177_237B.tif,restricted,redacted,dont publish
f144566fdbd2f4bbafa2d95a4d9083c0  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box169/TIFFS/LCAAJ_169_AnsSheet_56274A/LCAAJ_169_AnsSheet_56274A_018A.tif,LCAAJ_Box169,LCAAJ_169_AnsSheet_56274A_018A.tif,restricted,redacted,dont publish
f4375662af46dcb802991f040d901858  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box173/TIFFS/LCAAJ_173_AnsSheet_43259/LCAAJ_173_AnsSheet_43259_00B.tif,LCAAJ_Box173,LCAAJ_173_AnsSheet_43259_00B.tif,restricted,redacted,dont publish
ed4c3559a8cbe7952261955c7f5fbca7  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box179/TIFFS/LCAAJ_179_AnsSheet_51099/LCAAJ_179_AnsSheet_51099_002.tif,LCAAJ_Box179,LCAAJ_179_AnsSheet_51099_002.tif,restricted,redacted,dont publish
1a89b9752b94b4db4f6ec223c411dad4  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box180/TIFFS/LCAAJ_180_AnsSheet_52046/LCAAJ_180_AnsSheet_52046_237A.tif,LCAAJ_Box180,LCAAJ_180_AnsSheet_52046_237A.tif,restricted,redacted,dont publish
60cf048919a0bb1c93daaaf03e83b5f9  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box180/TIFFS/LCAAJ_180_AnsSheet_51168/LCAAJ_180_AnsSheet_51168_237B.tif,LCAAJ_Box180,LCAAJ_180_AnsSheet_51168_237B.tif,restricted,redacted,dont publish
47311c067f6d9d2bbe81f2dd43c358de  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box177/TIFFS/LCAAJ_177_AnsSheet_49103/LCAAJ_177_AnsSheet_49103_009.tif,LCAAJ_Box177,LCAAJ_177_AnsSheet_49103_009.tif,restricted,redacted,dont publish
2f97dcb34c113daa57415bbf4bb9d83e  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box177/TIFFS/LCAAJ_177_AnsSheet_49175/LCAAJ_177_AnsSheet_49175_237B.tif,LCAAJ_Box177,LCAAJ_177_AnsSheet_49175_237B.tif,restricted,redacted,dont publish
8a9fc6ce32233eaf7b618336e17df30f  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box178/TIFFS/LCAAJ_178_AnsSheet_50069/LCAAJ_178_AnsSheet_50069_237B.tif,LCAAJ_Box178,LCAAJ_178_AnsSheet_50069_237B.tif,restricted,redacted,dont publish
f05836b0caf35bfa533789c9563b8209  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box181/TIFFS/LCAAJ_181_AnsSheet_53075A/LCAAJ_181_AnsSheet_53075A_237A.tif,LCAAJ_Box181,LCAAJ_181_AnsSheet_53075A_237A.tif,restricted,redacted,dont publish
769106bde3c3c562829b36171fea20a6  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box162/TIFFS/LCAAJ_162_AnsSheet_55249/LCAAJ_162_AnsSheet_55249_132.tif,LCAAJ_Box162,LCAAJ_162_AnsSheet_55249_132.tif,restricted,redacted,dont publish
a3057f5f3b59ae79304006e299138dc2  ,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_167.tif,LCAAJ_Box164,LCAAJ_164_AnsSheet_55268_167.tif,restricted,redacted,dont publish
