md5,filename,path
b6601fa7c90225a3c0e3c2bcf785f3c1  ,LCAAJ_87_AnsSheet_48223_001A.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box087/TIFFs/LCAAJ_87_AnsSheet_48223/LCAAJ_87_AnsSheet_48223_001A.tif
6e4caffa618927e1dd7334e4b674265c  ,LCAAJ_84_AnsSheet_47302_00B.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box084/TIFFs/LCAAJ_84_AnsSheet_47302/LCAAJ_84_AnsSheet_47302_00B.tif
9b6a8e9b698c20a66c28fc58c3862e0a  ,LCAAJ_84_AnsSheet_47302_00C.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box084/TIFFs/LCAAJ_84_AnsSheet_47302/LCAAJ_84_AnsSheet_47302_00C.tif
385b85d43daf5c06065850b55d7511f6  ,LCAAJ_81_AnsSheet_47267_001.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box081/TIFFs/LCAAJ_81_AnsSheet_47267/LCAAJ_81_AnsSheet_47267_001.tif
c32a571033a8ab91703b5c02ef98b405  ,LCAAJ_77_AnsSheet_47075_XXX_001.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box077/TIFFs/LCAAJ_77_AnsSheet_47075/LCAAJ_77_AnsSheet_47075_XXX_001.tif
4b44e86f5964431d9c5dda5b7d660cfe  ,LCAAJ_77_AnsSheet_46338_064A.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box077/TIFFs/LCAAJ_77_AnsSheet_46338/LCAAJ_77_AnsSheet_46338_064A.tif
2d7353695d60d0ffd0a2f40fd80d3dec  ,LCAAJ_90_AnsSheet_48261_169A.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box090/TIFFS/LCAAJ_90_AnsSheet_48261/LCAAJ_90_AnsSheet_48261_169A.tif
9a494772b693dfe6e472d86008127409  ,LCAAJ_90_AnsSheet_48261_175.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box090/TIFFS/LCAAJ_90_AnsSheet_48261/LCAAJ_90_AnsSheet_48261_175.tif
795b63afc696d52025fbad00d84df84f  ,LCAAJ_82_AnsSheet_47283_221.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box082/TIFFs/LCAAJ_82_AnsSheet_47283/LCAAJ_82_AnsSheet_47283_221.tif
7862d6ab0318d8d608f1acbd25b45082  ,LCAAJ_111_AnsSheet_50206_002A.tif,/Columbia_LCAAJ_14-003_Shipment004/LCAAJ_Box111/TIFFS/LCAAJ_111_AnsSheet_50206/LCAAJ_111_AnsSheet_50206_002A.tif
8b874cf69a7c0887ca48e63c827f22c5  ,LCAAJ_176_AnsSheet_47084_00A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_47084/LCAAJ_176_AnsSheet_47084_00A.tif
5e503d3331c551ad7e7e16ed311b883b  ,LCAAJ_176_AnsSheet_49079_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_49079/LCAAJ_176_AnsSheet_49079_237B.tif
726ab3d60e4c46396353a632ce105863  ,LCAAJ_176_AnsSheet_48177_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_48177/LCAAJ_176_AnsSheet_48177_237B.tif
f144566fdbd2f4bbafa2d95a4d9083c0  ,LCAAJ_169_AnsSheet_56274A_018A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box169/TIFFS/LCAAJ_169_AnsSheet_56274A/LCAAJ_169_AnsSheet_56274A_018A.tif
f4375662af46dcb802991f040d901858  ,LCAAJ_173_AnsSheet_43259_00B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box173/TIFFS/LCAAJ_173_AnsSheet_43259/LCAAJ_173_AnsSheet_43259_00B.tif
ed4c3559a8cbe7952261955c7f5fbca7  ,LCAAJ_179_AnsSheet_51099_002.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box179/TIFFS/LCAAJ_179_AnsSheet_51099/LCAAJ_179_AnsSheet_51099_002.tif
1a89b9752b94b4db4f6ec223c411dad4  ,LCAAJ_180_AnsSheet_52046_237A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box180/TIFFS/LCAAJ_180_AnsSheet_52046/LCAAJ_180_AnsSheet_52046_237A.tif
60cf048919a0bb1c93daaaf03e83b5f9  ,LCAAJ_180_AnsSheet_51168_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box180/TIFFS/LCAAJ_180_AnsSheet_51168/LCAAJ_180_AnsSheet_51168_237B.tif
47311c067f6d9d2bbe81f2dd43c358de  ,LCAAJ_177_AnsSheet_49103_009.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box177/TIFFS/LCAAJ_177_AnsSheet_49103/LCAAJ_177_AnsSheet_49103_009.tif
2f97dcb34c113daa57415bbf4bb9d83e  ,LCAAJ_177_AnsSheet_49175_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box177/TIFFS/LCAAJ_177_AnsSheet_49175/LCAAJ_177_AnsSheet_49175_237B.tif
8a9fc6ce32233eaf7b618336e17df30f  ,LCAAJ_178_AnsSheet_50069_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box178/TIFFS/LCAAJ_178_AnsSheet_50069/LCAAJ_178_AnsSheet_50069_237B.tif
f05836b0caf35bfa533789c9563b8209  ,LCAAJ_181_AnsSheet_53075A_237A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box181/TIFFS/LCAAJ_181_AnsSheet_53075A/LCAAJ_181_AnsSheet_53075A_237A.tif
769106bde3c3c562829b36171fea20a6  ,LCAAJ_162_AnsSheet_55249_132.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box162/TIFFS/LCAAJ_162_AnsSheet_55249/LCAAJ_162_AnsSheet_55249_132.tif
a3057f5f3b59ae79304006e299138dc2  ,LCAAJ_164_AnsSheet_55268_167.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_167.tif
894090654222471ebf1535c540146b20  ,LCAAJ_164_AnsSheet_55268_151.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_151.tif
f76fc564e0c60da7baf3979f2e2bf399  ,LCAAJ_164_AnsSheet_55268_119.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_119.tif
3b7f1129a61c0890bedf8428f6f1b982  ,LCAAJ_164_AnsSheet_55268_150.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_150.tif
e39eba5e2f45cb0ab9a55aa10ed8ffa5  ,LCAAJ_164_AnsSheet_55268_070.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_070.tif
a733c261b1338194bb0469a8208dbe72  ,LCAAJ_164_AnsSheet_55268_191.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_191.tif
ca142b2941c62c6d06e414ed2354c549  ,LCAAJ_164_AnsSheet_55277_213.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55277/LCAAJ_164_AnsSheet_55277_213.tif
febdb10247414b7d72bfdcb3c4c1c7b9  ,LCAAJ_164_AnsSheet_55277_018.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55277/LCAAJ_164_AnsSheet_55277_018.tif
4fb5c96c5add0d0a1ac87afe5c12b0b6  ,LCAAJ_98_AnsSheet_49229_001.tif,/LCAAJ Redacted Images/LCAAJ_98_AnsSheet_49229_001.tif
770e5de0616aa9b010b5d75d628167ef  ,LCAAJ_95_AnsSheet_48297_058.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_058.tif
4d1954458fe5bb8fc184514a5016a0cf  ,LCAAJ_147_AnsSheet_52249_048.tif,/LCAAJ Redacted Images/LCAAJ_147_AnsSheet_52249_048.tif
b8405cf5f3bdb5544caf66b5b36c9058  ,LCAAJ_174_AnsSheet_50206A_203F.tif,/LCAAJ Redacted Images/LCAAJ_174_AnsSheet_50206A_203F.tif
55e72cab3d5981407c0f1126e80b225d  ,LCAAJ_94_AnsSheet_48292_00B.tif,/LCAAJ Redacted Images/LCAAJ_94_AnsSheet_48292_00B.tif
7065c743cf4272536c9fc7fcfb3d8f82  ,LCAAJ_96_AnsSheet_49061_00D.tif,/LCAAJ Redacted Images/LCAAJ_96_AnsSheet_49061_00D.tif
9a872120b04ebea65bee671fe62631df  ,LCAAJ_95_AnsSheet_48297_064.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_064.tif
ca539c75161530e061899fdf88fc166d  ,LCAAJ_95_AnsSheet_48297_035.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_035.tif
9a402ac3025e19ae6d48493efc21d6d5  ,LCAAJ_95_AnsSheet_48297_028.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_028.tif
e4a13f529e198818318eadf2d61bbefe  ,LCAAJ_95_AnsSheet_48297_059.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_059.tif
affe14f92b60eddacd70ffd4c1a67346  ,LCAAJ_95_AnsSheet_48297_033.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_033.tif
7ff9afd13b93bb51abc996ff15da2088  ,LCAAJ_95_AnsSheet_48297_023.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_023.tif
f144566fdbd2f4bbafa2d95a4d9083c0  ,LCAAJ_169_AnsSheet_56274A_018A.tif,/LCAAJ Redacted Images/LCAAJ_169_AnsSheet_56274A_018A.tif
281d8ab76d8ed1781aa0cbc7d4890481  ,LCAAJ_77_AnsSheet_47075_XXX_001.tif,/LCAAJ Redacted Images/LCAAJ_77_AnsSheet_47075_XXX_001.tif
214f6dd18ce64d5aa8c9140835dc2692  ,LCAAJ_95_AnsSheet_48297_063.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_063.tif
39934054d07b018317f7d7e45e35a307  ,LCAAJ_95_AnsSheet_48297_048.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_048.tif
