Interviewee_ID,Interviewer_ID,LCAAJ_Region,LCAAJ_Location,Normalized_Location,Questionnaire_type,filename,AIP_path,box_in_path
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_002.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_002.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_003.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_003.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_004.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_004.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_005.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_005.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_006.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_006.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_007.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_007.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_008.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_008.tif,LCAAJ_134_AnsSheet_52210
52210,,,,,,LCAAJ_134_AnsSheet_52210_BBB_009.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box134/TIFFS/LCAAJ_134_AnsSheet_52210/LCAAJ_134_AnsSheet_52210_BBB_009.tif,LCAAJ_134_AnsSheet_52210
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB108-112_001.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB108-112_001.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB108-112_002.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB108-112_002.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB108-112_003.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB108-112_003.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB108-112_004.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB108-112_004.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB108-112_005.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB108-112_005.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB112-125_001.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB112-125_001.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB112-125_002.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB112-125_002.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB112-125_003.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB112-125_003.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB112-125_004.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB112-125_004.tif,LCAAJ_138_AnsSheet_52233
52233,,,,,,LCAAJ_138_AnsSheet_52233_BB112-125_005.tif,/digital/preservation/RBML/LCAAJ/LCAAJ_BlueBook_ur_05-da8ea228-878d-4736-a5f8-796a10608101/data/objects/Columbia_LCAAJ_14-003_Shipment005_part2/LCAAJ_Box138/TIFFS/LCAAJ_138_AnsSheet_52233/LCAAJ_138_AnsSheet_52233_BB112-125_005.tif,LCAAJ_138_AnsSheet_52233
